Id,Geography,Total; Estimate; Population 18 to 24 years,Total; Estimate; Population 18 to 24 years - Less than high school graduate,Percent; Estimate; Population 18 to 24 years - Less than high school graduate,Total; Estimate; Population 18 to 24 years - High school graduate (includes equivalency),Percent; Estimate; Population 18 to 24 years - High school graduate (includes equivalency)
0500000US37125,"Moore County, North Carolina",6126,897,14.6,2461,40.2
0500000US37127,"Nash County, North Carolina",8417,1848,22,2517,29.9
0500000US37129,"New Hanover County, North Carolina",27718,2464,8.9,6597,23.8
0500000US37131,"Northampton County, North Carolina",1756,388,22.1,595,33.9
0500000US37133,"Onslow County, North Carolina",39020,2959,7.6,17736,45.5
0500000US37135,"Orange County, North Carolina",25963,1507,5.8,6199,23.9
0500000US37137,"Pamlico County, North Carolina",949,202,21.3,337,35.5
0500000US37139,"Pasquotank County, North Carolina",4551,423,9.3,1126,24.7
0500000US37141,"Pender County, North Carolina",4363,962,22,1407,32.2
0500000US37143,"Perquimans County, North Carolina",791,63,8,483,61.1
0500000US37145,"Person County, North Carolina",3138,696,22.2,878,28
0500000US37147,"Pitt County, North Carolina",32934,2407,7.3,5671,17.2
0500000US37149,"Polk County, North Carolina",1329,199,15,401,30.2
0500000US37151,"Randolph County, North Carolina",11623,2306,19.8,3922,33.7
0500000US37153,"Richmond County, North Carolina",4398,1041,23.7,1415,32.2
0500000US37155,"Robeson County, North Carolina",14868,3480,23.4,5073,34.1
0500000US37157,"Rockingham County, North Carolina",7336,1583,21.6,2623,35.8
0500000US37159,"Rowan County, North Carolina",12692,2240,17.6,3806,30
0500000US37161,"Rutherford County, North Carolina",5189,1385,26.7,1666,32.1
0500000US37163,"Sampson County, North Carolina",5428,1231,22.7,1974,36.4
0500000US37165,"Scotland County, North Carolina",3679,769,20.9,1141,31
0500000US37167,"Stanly County, North Carolina",5627,1184,21,1881,33.4
0500000US37169,"Stokes County, North Carolina",3506,665,19,1147,32.7
0500000US37171,"Surry County, North Carolina",5918,1019,17.2,2116,35.8
0500000US37173,"Swain County, North Carolina",1029,143,13.9,358,34.8
0500000US37175,"Transylvania County, North Carolina",2864,463,16.2,913,31.9
0500000US37177,"Tyrrell County, North Carolina",324,91,28.1,132,40.7
0500000US37179,"Union County, North Carolina",18001,2889,16,5694,31.6
0500000US37181,"Vance County, North Carolina",4230,1149,27.2,1695,40.1
0500000US37183,"Wake County, North Carolina",92812,12068,13,20017,21.6
0500000US37185,"Warren County, North Carolina",1780,458,25.7,862,48.4
0500000US37187,"Washington County, North Carolina",1105,327,29.6,251,22.7
0500000US37189,"Watauga County, North Carolina",16401,350,2.1,2534,15.5
0500000US37191,"Wayne County, North Carolina",12810,2310,18,4010,31.3
0500000US37193,"Wilkes County, North Carolina",5349,915,17.1,1643,30.7
0500000US37195,"Wilson County, North Carolina",7345,1715,23.3,2481,33.8
0500000US37197,"Yadkin County, North Carolina",3047,425,13.9,1351,44.3
0500000US37199,"Yancey County, North Carolina",1240,115,9.3,526,42.4
0500000US38001,"Adams County, North Dakota",185,20,10.8,71,38.4
0500000US38003,"Barnes County, North Dakota",1106,134,12.1,171,15.5
0500000US38005,"Benson County, North Dakota",627,137,21.9,228,36.4
0500000US38007,"Billings County, North Dakota",88,8,9.1,14,15.9
0500000US38009,"Bottineau County, North Dakota",622,96,15.4,201,32.3
0500000US38011,"Bowman County, North Dakota",210,24,11.4,93,44.3
0500000US38013,"Burke County, North Dakota",187,43,23,57,30.5
0500000US38015,"Burleigh County, North Dakota",8915,702,7.9,2956,33.2
0500000US38017,"Cass County, North Dakota",26299,1850,7,5443,20.7
0500000US38019,"Cavalier County, North Dakota",228,23,10.1,46,20.2
0500000US38021,"Dickey County, North Dakota",489,47,9.6,103,21.1
0500000US38023,"Divide County, North Dakota",107,12,11.2,37,34.6
0500000US38025,"Dunn County, North Dakota",353,85,24.1,124,35.1
0500000US38027,"Eddy County, North Dakota",108,8,7.4,55,50.9
0500000US38029,"Emmons County, North Dakota",226,36,15.9,68,30.1
0500000US38031,"Foster County, North Dakota",239,35,14.6,105,43.9
0500000US38033,"Golden Valley County, North Dakota",136,17,12.5,45,33.1
0500000US38035,"Grand Forks County, North Dakota",15322,461,3,2945,19.2
0500000US38037,"Grant County, North Dakota",92,24,26.1,38,41.3
0500000US38039,"Griggs County, North Dakota",119,29,24.4,58,48.7
0500000US38041,"Hettinger County, North Dakota",148,16,10.8,37,25
0500000US38043,"Kidder County, North Dakota",169,37,21.9,83,49.1
0500000US38045,"LaMoure County, North Dakota",267,65,24.3,62,23.2
0500000US38047,"Logan County, North Dakota",99,11,11.1,53,53.5
0500000US38049,"McHenry County, North Dakota",431,42,9.7,163,37.8
0500000US38051,"McIntosh County, North Dakota",72,29,40.3,8,11.1
0500000US38053,"McKenzie County, North Dakota",958,169,17.6,297,31
0500000US38055,"McLean County, North Dakota",564,114,20.2,172,30.5
0500000US38057,"Mercer County, North Dakota",551,119,21.6,228,41.4
0500000US38059,"Morton County, North Dakota",2414,173,7.2,682,28.3
0500000US38061,"Mountrail County, North Dakota",940,229,24.4,353,37.6
0500000US38063,"Nelson County, North Dakota",175,8,4.6,69,39.4
0500000US38065,"Oliver County, North Dakota",112,13,11.6,40,35.7
0500000US38067,"Pembina County, North Dakota",478,64,13.4,198,41.4
0500000US38069,"Pierce County, North Dakota",337,55,16.3,41,12.2
0500000US38071,"Ramsey County, North Dakota",1080,123,11.4,232,21.5
0500000US38073,"Ransom County, North Dakota",348,70,20.1,159,45.7
0500000US38075,"Renville County, North Dakota",204,59,28.9,76,37.3
0500000US38077,"Richland County, North Dakota",2366,152,6.4,692,29.2
0500000US38079,"Rolette County, North Dakota",1426,321,22.5,356,25
0500000US38081,"Sargent County, North Dakota",315,51,16.2,122,38.7
0500000US38083,"Sheridan County, North Dakota",54,22,40.7,18,33.3
0500000US38085,"Sioux County, North Dakota",465,129,27.7,131,28.2
0500000US38087,"Slope County, North Dakota",18,2,11.1,2,11.1
0500000US38089,"Stark County, North Dakota",3004,391,13,805,26.8
0500000US38091,"Steele County, North Dakota",130,16,12.3,52,40
0500000US38093,"Stutsman County, North Dakota",2203,317,14.4,684,31
0500000US38095,"Towner County, North Dakota",78,15,19.2,32,41
0500000US38097,"Traill County, North Dakota",810,53,6.5,159,19.6
0500000US38099,"Walsh County, North Dakota",813,245,30.1,191,23.5
0500000US38101,"Ward County, North Dakota",10683,978,9.2,3368,31.5
0500000US38103,"Wells County, North Dakota",286,35,12.2,74,25.9
0500000US38105,"Williams County, North Dakota",2942,424,14.4,1207,41
0500000US39001,"Adams County, Ohio",2157,356,16.5,1019,47.2
0500000US39003,"Allen County, Ohio",11124,1859,16.7,3596,32.3
0500000US39005,"Ashland County, Ohio",5731,784,13.7,1801,31.4
0500000US39007,"Ashtabula County, Ohio",7997,2029,25.4,3347,41.9
0500000US39009,"Athens County, Ohio",19627,452,2.3,3073,15.7
0500000US39011,"Auglaize County, Ohio",3664,606,16.5,1461,39.9
0500000US39013,"Belmont County, Ohio",5408,980,18.1,1977,36.6
0500000US39015,"Brown County, Ohio",3418,259,7.6,1548,45.3
0500000US39017,"Butler County, Ohio",44576,4235,9.5,15022,33.7
0500000US39019,"Carroll County, Ohio",2050,349,17,904,44.1
0500000US39021,"Champaign County, Ohio",3385,529,15.6,1370,40.5
0500000US39023,"Clark County, Ohio",12241,1965,16.1,4248,34.7
0500000US39025,"Clermont County, Ohio",16159,1964,12.2,6028,37.3
0500000US39027,"Clinton County, Ohio",4033,607,15.1,1368,33.9
0500000US39029,"Columbiana County, Ohio",8067,1449,18,3237,40.1
0500000US39031,"Coshocton County, Ohio",2830,587,20.7,1110,39.2
0500000US39033,"Crawford County, Ohio",3394,736,21.7,1431,42.2
0500000US39035,"Cuyahoga County, Ohio",115133,19730,17.1,34070,29.6
0500000US39037,"Darke County, Ohio",3993,555,13.9,1724,43.2
0500000US39039,"Defiance County, Ohio",3589,475,13.2,1369,38.1
0500000US39041,"Delaware County, Ohio",13292,1704,12.8,3887,29.2
0500000US39043,"Erie County, Ohio",5986,730,12.2,2336,39
0500000US39045,"Fairfield County, Ohio",12550,2141,17.1,4955,39.5
0500000US39047,"Fayette County, Ohio",2199,506,23,891,40.5
0500000US39049,"Franklin County, Ohio",130469,15550,11.9,32061,24.6
0500000US39051,"Fulton County, Ohio",3454,544,15.7,1252,36.2
0500000US39053,"Gallia County, Ohio",2639,389,14.7,1068,40.5
0500000US39055,"Geauga County, Ohio",7263,1755,24.2,2286,31.5
0500000US39057,"Greene County, Ohio",21682,1601,7.4,4392,20.3
0500000US39059,"Guernsey County, Ohio",3101,482,15.5,1400,45.1
0500000US39061,"Hamilton County, Ohio",79783,10060,12.6,24987,31.3
0500000US39063,"Hancock County, Ohio",7329,599,8.2,2298,31.4
0500000US39065,"Hardin County, Ohio",5011,406,8.1,1496,29.9
0500000US39067,"Harrison County, Ohio",1111,220,19.8,516,46.4
0500000US39069,"Henry County, Ohio",2189,343,15.7,862,39.4
0500000US39071,"Highland County, Ohio",3374,509,15.1,1524,45.2
0500000US39073,"Hocking County, Ohio",2145,310,14.5,884,41.2
0500000US39075,"Holmes County, Ohio",4403,2823,64.1,980,22.3
0500000US39077,"Huron County, Ohio",4764,898,18.8,2065,43.3
0500000US39079,"Jackson County, Ohio",2695,614,22.8,1178,43.7
0500000US39081,"Jefferson County, Ohio",6691,654,9.8,2067,30.9
0500000US39083,"Knox County, Ohio",7237,888,12.3,2300,31.8
0500000US39085,"Lake County, Ohio",17696,2458,13.9,5123,29
0500000US39087,"Lawrence County, Ohio",4858,799,16.4,2032,41.8
0500000US39089,"Licking County, Ohio",15184,2210,14.6,4862,32
0500000US39091,"Logan County, Ohio",3457,658,19,1503,43.5
0500000US39093,"Lorain County, Ohio",26536,4587,17.3,7424,28
0500000US39095,"Lucas County, Ohio",44921,7401,16.5,12951,28.8
0500000US39097,"Madison County, Ohio",3637,696,19.1,1433,39.4
0500000US39099,"Mahoning County, Ohio",20482,3366,16.4,6516,31.8
0500000US39101,"Marion County, Ohio",5757,1181,20.5,2276,39.5
0500000US39103,"Medina County, Ohio",12944,1699,13.1,5027,38.8
0500000US39105,"Meigs County, Ohio",1759,321,18.2,734,41.7
0500000US39107,"Mercer County, Ohio",3252,482,14.8,1288,39.6
0500000US39109,"Miami County, Ohio",7838,1147,14.6,3228,41.2
0500000US39111,"Monroe County, Ohio",974,161,16.5,390,40
0500000US39113,"Montgomery County, Ohio",50949,7981,15.7,13582,26.7
0500000US39115,"Morgan County, Ohio",1149,187,16.3,599,52.1
0500000US39117,"Morrow County, Ohio",2626,571,21.7,885,33.7
0500000US39119,"Muskingum County, Ohio",7908,926,11.7,3001,37.9
0500000US39121,"Noble County, Ohio",1245,377,30.3,423,34
0500000US39123,"Ottawa County, Ohio",2731,377,13.8,1299,47.6
0500000US39125,"Paulding County, Ohio",1396,225,16.1,576,41.3
0500000US39127,"Perry County, Ohio",3030,786,25.9,1133,37.4
0500000US39129,"Pickaway County, Ohio",5213,1068,20.5,1609,30.9
0500000US39131,"Pike County, Ohio",2275,492,21.6,1055,46.4
0500000US39133,"Portage County, Ohio",26657,1844,6.9,6473,24.3
0500000US39135,"Preble County, Ohio",3206,617,19.2,1103,34.4
0500000US39137,"Putnam County, Ohio",2771,449,16.2,882,31.8
0500000US39139,"Richland County, Ohio",10347,2194,21.2,4230,40.9
0500000US39141,"Ross County, Ohio",6222,1301,20.9,2496,40.1
0500000US39143,"Sandusky County, Ohio",4829,435,9,1933,40
0500000US39145,"Scioto County, Ohio",7477,1148,15.4,2621,35.1
0500000US39147,"Seneca County, Ohio",6119,663,10.8,1757,28.7
0500000US39149,"Shelby County, Ohio",3883,571,14.7,1723,44.4
0500000US39151,"Stark County, Ohio",33519,4563,13.6,10743,32.1
0500000US39153,"Summit County, Ohio",49274,6665,13.5,14465,29.4
0500000US39155,"Trumbull County, Ohio",16777,3265,19.5,7100,42.3
0500000US39157,"Tuscarawas County, Ohio",7205,1163,16.1,3109,43.2
0500000US39159,"Union County, Ohio",4192,571,13.6,1737,41.4
0500000US39161,"Van Wert County, Ohio",2264,379,16.7,940,41.5
0500000US39163,"Vinton County, Ohio",1076,176,16.4,471,43.8
0500000US39165,"Warren County, Ohio",16103,2500,15.5,4889,30.4
0500000US39167,"Washington County, Ohio",5637,660,11.7,2257,40
0500000US39169,"Wayne County, Ohio",11631,2060,17.7,3757,32.3
0500000US39171,"Williams County, Ohio",2937,447,15.2,1354,46.1
0500000US39173,"Wood County, Ohio",22867,1250,5.5,3794,16.6
0500000US39175,"Wyandot County, Ohio",1697,378,22.3,555,32.7
0500000US40001,"Adair County, Oklahoma",1981,484,24.4,943,47.6
0500000US40003,"Alfalfa County, Oklahoma",350,58,16.6,159,45.4
0500000US40005,"Atoka County, Oklahoma",1121,281,25.1,465,41.5
0500000US40007,"Beaver County, Oklahoma",424,145,34.2,137,32.3
0500000US40009,"Beckham County, Oklahoma",2157,671,31.1,815,37.8
0500000US40011,"Blaine County, Oklahoma",675,202,29.9,169,25
0500000US40013,"Bryan County, Oklahoma",4718,716,15.2,1392,29.5
0500000US40015,"Caddo County, Oklahoma",2558,652,25.5,1071,41.9
0500000US40017,"Canadian County, Oklahoma",9893,1387,14,3367,34
0500000US40019,"Carter County, Oklahoma",3999,962,24.1,1512,37.8
0500000US40021,"Cherokee County, Oklahoma",7184,909,12.7,2082,29
0500000US40023,"Choctaw County, Oklahoma",1207,209,17.3,484,40.1
0500000US40025,"Cimarron County, Oklahoma",133,38,28.6,59,44.4
0500000US40027,"Cleveland County, Oklahoma",39889,3258,8.2,9302,23.3
0500000US40029,"Coal County, Oklahoma",480,115,24,217,45.2
0500000US40031,"Comanche County, Oklahoma",16933,2005,11.8,6950,41
0500000US40033,"Cotton County, Oklahoma",478,132,27.6,189,39.5
0500000US40035,"Craig County, Oklahoma",1230,297,24.1,439,35.7
0500000US40037,"Creek County, Oklahoma",5750,1240,21.6,2442,42.5
0500000US40039,"Custer County, Oklahoma",4963,409,8.2,1104,22.2
0500000US40041,"Delaware County, Oklahoma",3031,666,22,1318,43.5
0500000US40043,"Dewey County, Oklahoma",358,128,35.8,112,31.3
0500000US40045,"Ellis County, Oklahoma",264,67,25.4,84,31.8
0500000US40047,"Garfield County, Oklahoma",5632,1051,18.7,2078,36.9
0500000US40049,"Garvin County, Oklahoma",2266,517,22.8,994,43.9
0500000US40051,"Grady County, Oklahoma",4555,981,21.5,1770,38.9
0500000US40053,"Grant County, Oklahoma",301,58,19.3,125,41.5
0500000US40055,"Greer County, Oklahoma",449,126,28.1,143,31.8
0500000US40057,"Harmon County, Oklahoma",214,42,19.6,102,47.7
0500000US40059,"Harper County, Oklahoma",238,64,26.9,89,37.4
0500000US40061,"Haskell County, Oklahoma",1015,294,29,415,40.9
0500000US40063,"Hughes County, Oklahoma",1197,282,23.6,489,40.9
0500000US40065,"Jackson County, Oklahoma",2795,392,14,949,34
0500000US40067,"Jefferson County, Oklahoma",532,103,19.4,296,55.6
0500000US40069,"Johnston County, Oklahoma",946,115,12.2,322,34
0500000US40071,"Kay County, Oklahoma",4094,1027,25.1,1452,35.5
0500000US40073,"Kingfisher County, Oklahoma",1161,213,18.3,449,38.7
0500000US40075,"Kiowa County, Oklahoma",643,131,20.4,333,51.8
0500000US40077,"Latimer County, Oklahoma",1136,207,18.2,346,30.5
0500000US40079,"Le Flore County, Oklahoma",4359,979,22.5,1863,42.7
0500000US40081,"Lincoln County, Oklahoma",2643,543,20.5,1172,44.3
0500000US40083,"Logan County, Oklahoma",4242,621,14.6,1279,30.2
0500000US40085,"Love County, Oklahoma",827,167,20.2,384,46.4
0500000US40087,"McClain County, Oklahoma",2906,433,14.9,1192,41
0500000US40089,"McCurtain County, Oklahoma",2893,789,27.3,1039,35.9
0500000US40091,"McIntosh County, Oklahoma",1417,312,22,601,42.4
0500000US40093,"Major County, Oklahoma",552,157,28.4,179,32.4
0500000US40095,"Marshall County, Oklahoma",1238,354,28.6,429,34.7
0500000US40097,"Mayes County, Oklahoma",3409,772,22.6,1489,43.7
0500000US40099,"Murray County, Oklahoma",1141,281,24.6,522,45.7
0500000US40101,"Muskogee County, Oklahoma",6424,1284,20,2623,40.8
0500000US40103,"Noble County, Oklahoma",859,154,17.9,303,35.3
0500000US40105,"Nowata County, Oklahoma",849,180,21.2,328,38.6
0500000US40107,"Okfuskee County, Oklahoma",1058,321,30.3,415,39.2
0500000US40109,"Oklahoma County, Oklahoma",73625,12607,17.1,21820,29.6
0500000US40111,"Okmulgee County, Oklahoma",3882,583,15,1249,32.2
0500000US40113,"Osage County, Oklahoma",3711,791,21.3,1483,40
0500000US40115,"Ottawa County, Oklahoma",3253,607,18.7,1260,38.7
0500000US40117,"Pawnee County, Oklahoma",1252,256,20.4,618,49.4
0500000US40119,"Payne County, Oklahoma",21593,1098,5.1,4037,18.7
0500000US40121,"Pittsburg County, Oklahoma",3578,842,23.5,1480,41.4
0500000US40123,"Pontotoc County, Oklahoma",4653,672,14.4,1399,30.1
0500000US40125,"Pottawatomie County, Oklahoma",7297,1389,19,2498,34.2
0500000US40127,"Pushmataha County, Oklahoma",811,208,25.6,337,41.6
0500000US40129,"Roger Mills County, Oklahoma",229,84,36.7,47,20.5
0500000US40131,"Rogers County, Oklahoma",7992,1256,15.7,2949,36.9
0500000US40133,"Seminole County, Oklahoma",2311,553,23.9,813,35.2
0500000US40135,"Sequoyah County, Oklahoma",3431,825,24,1321,38.5
0500000US40137,"Stephens County, Oklahoma",3582,823,23,1244,34.7
0500000US40139,"Texas County, Oklahoma",2586,743,28.7,760,29.4
0500000US40141,"Tillman County, Oklahoma",602,207,34.4,230,38.2
0500000US40143,"Tulsa County, Oklahoma",58746,10912,18.6,18213,31
0500000US40145,"Wagoner County, Oklahoma",5917,1217,20.6,2325,39.3
0500000US40147,"Washington County, Oklahoma",4292,671,15.6,1850,43.1
0500000US40149,"Washita County, Oklahoma",892,304,34.1,283,31.7
0500000US40151,"Woods County, Oklahoma",1521,164,10.8,344,22.6
0500000US40153,"Woodward County, Oklahoma",1910,467,24.5,748,39.2
0500000US41001,"Baker County, Oregon",1070,208,19.4,390,36.4
0500000US41003,"Benton County, Oregon",19601,674,3.4,2573,13.1
0500000US41005,"Clackamas County, Oregon",31133,3675,11.8,10553,33.9
0500000US41007,"Clatsop County, Oregon",3095,631,20.4,852,27.5
0500000US41009,"Columbia County, Oregon",3620,549,15.2,1324,36.6
0500000US41011,"Coos County, Oregon",4722,1000,21.2,1833,38.8
0500000US41013,"Crook County, Oregon",1220,356,29.2,498,40.8
0500000US41015,"Curry County, Oregon",1226,505,41.2,466,38
0500000US41017,"Deschutes County, Oregon",11839,1956,16.5,3347,28.3
0500000US41019,"Douglas County, Oregon",7736,1595,20.6,2542,32.9
0500000US41021,"Gilliam County, Oregon",104,30,28.8,42,40.4
0500000US41023,"Grant County, Oregon",421,71,16.9,164,39
0500000US41025,"Harney County, Oregon",552,105,19,286,51.8
0500000US41027,"Hood River County, Oregon",1858,292,15.7,742,39.9
0500000US41029,"Jackson County, Oregon",17175,2879,16.8,6265,36.5
0500000US41031,"Jefferson County, Oregon",1848,529,28.6,614,33.2
0500000US41033,"Josephine County, Oregon",5837,1031,17.7,2253,38.6
0500000US41035,"Klamath County, Oregon",5939,1188,20,1835,30.9
